年月日,時刻,データ01(mG)
2023/12/08,04:59:35,-10.9
2023/12/08,04:59:36,-11.0
2023/12/08,04:59:37,-11.0
2023/12/08,04:59:38,-11.0
2023/12/08,04:59:39,-11.1
2023/12/08,04:59:40,-11.1
2023/12/08,04:59:41,-11.3
2023/12/08,04:59:42,-11.5
2023/12/08,04:59:43,-11.7
2023/12/08,04:59:44,-11.7
2023/12/08,04:59:45,-11.9
2023/12/08,04:59:46,-12.2
2023/12/08,04:59:47,-12.5
2023/12/08,04:59:48,-12.7
2023/12/08,04:59:49,-12.7
2023/12/08,04:59:50,-12.8
2023/12/08,04:59:51,-12.6
2023/12/08,04:59:52,-12.6
2023/12/08,04:59:53,-12.4
2023/12/08,04:59:54,-12.2
2023/12/08,04:59:55,-12.0
2023/12/08,04:59:56,-11.8
2023/12/08,04:59:57,-11.7
2023/12/08,04:59:58,-11.5
2023/12/08,04:59:59,-11.4
2023/12/08,05:00:00,-11.3
2023/12/08,05:00:01,-11.2
2023/12/08,05:00:02,-11.2
2023/12/08,05:00:03,-11.1
2023/12/08,05:00:04,-11.2
2023/12/08,05:00:05,-11.2
2023/12/08,05:00:06,-11.3
2023/12/08,05:00:07,-11.3
2023/12/08,05:00:08,-11.5
2023/12/08,05:00:09,-11.5
2023/12/08,05:00:10,-11.3
2023/12/08,05:00:11,-11.0
2023/12/08,05:00:12,-10.4
2023/12/08,05:00:13,-10.1
2023/12/08,05:00:14,-9.4
2023/12/08,05:00:15,-9.1
2023/12/08,05:00:16,-8.4
2023/12/08,05:00:17,-8.2
2023/12/08,05:00:18,-7.9
2023/12/08,05:00:19,-7.8
2023/12/08,05:00:20,-7.7
2023/12/08,05:00:21,-7.5
2023/12/08,05:00:22,-7.4
2023/12/08,05:00:23,-7.4
2023/12/08,05:00:24,-7.3
2023/12/08,05:00:25,-7.2
2023/12/08,05:00:26,-7.2
2023/12/08,05:00:27,-7.2
2023/12/08,05:00:28,-7.3
2023/12/08,05:00:29,-7.5
2023/12/08,05:00:30,-7.6
2023/12/08,05:00:31,-7.9
2023/12/08,05:00:32,-8.1
2023/12/08,05:00:33,-8.6
2023/12/08,05:00:34,-8.8
2023/12/08,05:00:35,-9.0
2023/12/08,05:00:36,-9.1
2023/12/08,05:00:37,-9.5
2023/12/08,05:00:38,-9.7
2023/12/08,05:00:39,-9.8
2023/12/08,05:00:40,-9.9
2023/12/08,05:00:41,-9.9
2023/12/08,05:00:42,-9.9
2023/12/08,05:00:43,-10.0
2023/12/08,05:00:44,-10.3
2023/12/08,05:00:45,-10.3
2023/12/08,05:00:46,-10.4
2023/12/08,05:00:47,-10.3
2023/12/08,05:00:48,-10.2
2023/12/08,05:00:49,-10.3
2023/12/08,05:00:50,-10.4
2023/12/08,05:00:51,-10.5
2023/12/08,05:00:52,-10.8
2023/12/08,05:00:54,-11.1
2023/12/08,05:00:55,-11.7
2023/12/08,05:00:56,-12.0
2023/12/08,05:00:57,-12.8
2023/12/08,05:00:58,-13.1
2023/12/08,05:00:59,-13.7
2023/12/08,05:01:00,-14.0
2023/12/08,05:01:01,-14.2
2023/12/08,05:01:02,-14.2
2023/12/08,05:01:03,-14.1
2023/12/08,05:01:04,-13.9
2023/12/08,05:01:05,-13.7
2023/12/08,05:01:06,-13.1
2023/12/08,05:01:07,-12.8
2023/12/08,05:01:08,-12.1
2023/12/08,05:01:09,-11.9
2023/12/08,05:01:10,-11.7
2023/12/08,05:01:11,-11.6
2023/12/08,05:01:12,-11.6
2023/12/08,05:01:13,-11.7
2023/12/08,05:01:14,-12.2
2023/12/08,05:01:15,-12.5
2023/12/08,05:01:16,-17.3
2023/12/08,05:01:17,-17.3
2023/12/08,05:01:18,-17.2
2023/12/08,05:01:19,-17.1
2023/12/08,05:01:20,-17.9
2023/12/08,05:01:21,-17.9
2023/12/08,05:01:22,-18.2
2023/12/08,05:01:23,-18.4
2023/12/08,05:01:24,-18.9
2023/12/08,05:01:25,-19.1
2023/12/08,05:01:26,-17.8
2023/12/08,05:01:27,-17.7
2023/12/08,05:01:28,-17.6
2023/12/08,05:01:29,-17.4
2023/12/08,05:01:30,-17.3
2023/12/08,05:01:31,-16.7
2023/12/08,05:01:32,-16.3
2023/12/08,05:01:33,-15.5
2023/12/08,05:01:34,-15.0
2023/12/08,05:01:35,-14.1
2023/12/08,05:01:36,-13.7
2023/12/08,05:01:37,-13.0
2023/12/08,05:01:38,-12.6
2023/12/08,05:01:39,-12.2
