,v0,v1,v2,v3
,-843523,-1.10615e+06,-1.50344e+06,-1.4338e+06
,-839365,-1.10981e+06,-1.45613e+06,-1.385e+06
,-802759,-1.11484e+06,-1.50765e+06,-1.43536e+06
,-799479,-1.12004e+06,-1.56029e+06,-1.45257e+06
,-797633,-1.1264e+06,-1.51446e+06,-1.50248e+06
,-795709,-1.16634e+06,-1.56854e+06,-1.45487e+06
,-793807,-1.17345e+06,-1.62232e+06,-1.50524e+06
,-792056,-1.11639e+06,-1.5795e+06,-1.5567e+06
,-791006,-1.12286e+06,-1.63282e+06,-1.57265e+06
,-791083,-1.16329e+06,-1.68812e+06,-1.55704e+06
,-793316,-1.1686e+06,-1.64099e+06,-1.56973e+06
,-798429,-1.17633e+06,-1.69548e+06,-1.58541e+06
,-841171,-1.17637e+06,-1.70528e+06,-1.62203e+06
,-841717,-1.17807e+06,-1.71674e+06,-1.62744e+06
,-866539,-1.18219e+06,-1.76508e+06,-1.63614e+06
,-853245,-1.18422e+06,-1.71139e+06,-1.57564e+06
,-863968,-1.18062e+06,-1.716e+06,-1.57412e+06
,-910344,-1.17865e+06,-1.75363e+06,-1.63716e+06
,-913634,-1.16813e+06,-1.71209e+06,-1.62352e+06
,-973542,-1.11868e+06,-1.76032e+06,-1.56876e+06
,-932854,-1.12278e+06,-1.70645e+06,-1.56954e+06
,-924208,-1.12466e+06,-1.70032e+06,-1.56241e+06
,-967648,-1.1085e+06,-1.6474e+06,-1.50353e+06
,-967697,-1.05087e+06,-1.64816e+06,-1.50067e+06
,-973868,-1.06139e+06,-1.58462e+06,-1.43356e+06
,-976604,-1.03529e+06,-1.58162e+06,-1.42618e+06
,-982014,-1.04453e+06,-1.51452e+06,-1.32348e+06
,-981978,-986142,-1.51014e+06,-1.31659e+06
,-919844,-928306,-1.50419e+06,-1.30921e+06
,-921358,-967980,-1.43257e+06,-1.23671e+06
,-920325,-912836,-1.42894e+06,-1.2329e+06
,-920788,-856572,-1.32558e+06,-1.12953e+06
,-921047,-903942,-1.32428e+06,-1.13049e+06
,-922134,-850380,-1.25589e+06,-1.06447e+06
,-924214,-801308,-1.25724e+06,-1.10253e+06
,-927187,-851702,-1.19371e+06,-1.04349e+06
,-927241,-841957,-1.23654e+06,-992529
,-924380,-797952,-1.17764e+06,-1.03788e+06
,-926436,-789560,-1.12178e+06,-989451
,-927952,-783146,-1.17017e+06,-979197
,-925434,-780351,-1.12278e+06,-972044
,-921547,-777708,-1.10931e+06,-966665
,-918498,-778262,-1.09879e+06,-932888
,-919519,-777432,-1.05298e+06,-931034
,-919237,-780585,-1.0506e+06,-970005
,-918304,-780534,-1.10725e+06,-972020
,-920861,-783616,-1.10619e+06,-980018
,-980725,-790264,-1.10744e+06,-991290
,-979500,-793387,-1.10595e+06,-1.03317e+06
,-978674,-797665,-1.10871e+06,-1.04474e+06
,-980250,-798775,-1.10823e+06,-987637
,-978236,-838976,-1.05091e+06,-1.03609e+06
,-973850,-840977,-1.05319e+06,-1.04673e+06
,-972768,-843980,-1.05862e+06,-1.05907e+06
,-969194,-847613,-1.06365e+06,-1.10309e+06
,-968193,-847397,-1.09876e+06,-1.11131e+06
,-974125,-848144,-1.10203e+06,-1.05345e+06
,-979176,-849461,-1.10765e+06,-1.06217e+06
,-918512,-848431,-1.10896e+06,-1.09974e+06
,-919870,-849656,-1.11364e+06,-1.10567e+06
,-918004,-849375,-1.1164e+06,-1.10949e+06
,-921545,-847580,-1.11644e+06,-1.11001e+06
,-922325,-846791,-1.11794e+06,-1.11028e+06
,-923138,-844275,-1.11615e+06,-1.10721e+06
,-921327,-843483,-1.11589e+06,-1.10465e+06
,-922137,-840669,-1.11184e+06,-1.0985e+06
,-923634,-839168,-1.10904e+06,-1.05938e+06
,-923178,-837643,-1.10541e+06,-1.05267e+06
,-922142,-802609,-1.1e+06,-1.10905e+06
,-923609,-800555,-1.06164e+06,-1.09929e+06
,-924209,-798494,-1.05504e+06,-1.0563e+06
,-923107,-797214,-1.04963e+06,-1.04634e+06
,-922167,-796130,-1.10847e+06,-1.03606e+06
,-922604,-793547,-1.1003e+06,-991244
,-921335,-793538,-1.0608e+06,-1.04704e+06
,-981512,-792323,-1.05529e+06,-1.03832e+06
,-967372,-792112,-1.05445e+06,-1.03267e+06
,-918027,-789249,-1.04525e+06,-988441
,-903976,-789738,-1.04242e+06,-984009
,-856825,-789186,-1.03707e+06,-978421
,-916239,-786985,-1.03525e+06,-974551
,-909518,-786459,-1.03658e+06,-974294
,-912608,-782885,-997686,-969962
,-913152,-785637,-1.04016e+06,-977978
,-906993,-784630,-1.04472e+06,-982761
,-904767,-786653,-1.05367e+06,-992276
,-902924,-786230,-1.06192e+06,-1.0348e+06
,-904389,-786667,-1.1051e+06,-1.04653e+06
,-867883,-787434,-1.05366e+06,-995889
,-863502,-787232,-1.09848e+06,-1.04275e+06
,-862463,-784926,-1.10898e+06,-1.05546e+06
,-903402,-783159,-1.11817e+06,-1.1013e+06
,-907287,-783653,-1.16833e+06,-1.05424e+06
,-908319,-781774,-1.17893e+06,-1.10111e+06
,-906534,-782536,-1.12925e+06,-1.11945e+06
,-901932,-777764,-1.17071e+06,-1.16403e+06
,-905951,-773894,-1.17831e+06,-1.17449e+06
,-906242,-772601,-1.1911e+06,-1.12287e+06
,-906710,-736284,-1.22937e+06,-1.16425e+06
,-908014,-734757,-1.23726e+06,-1.174e+06
,-906005,-733667,-1.24489e+06,-1.18244e+06
,-902180,-733446,-1.18482e+06,-1.18992e+06
,-864256,-733997,-1.18938e+06,-1.19496e+06
,-861964,-735986,-1.19217e+06,-1.23164e+06
,-856776,-773331,-1.23008e+06,-1.23671e+06
,-852772,-777275,-1.23008e+06,-1.23826e+06
,-850639,-785177,-1.2339e+06,-1.2418e+06
,-846574,-792088,-1.23597e+06,-1.24333e+06
,-843521,-836054,-1.23899e+06,-1.17969e+06
,-838595,-850473,-1.24391e+06,-1.18446e+06
,-801343,-799951,-1.24755e+06,-1.18709e+06
,-799249,-848950,-1.25156e+06,-1.18968e+06
,-799717,-867340,-1.25624e+06,-1.19352e+06
,-798992,-854981,-1.26107e+06,-1.23063e+06
,-799212,-909621,-1.30022e+06,-1.23544e+06
,-800488,-931560,-1.30514e+06,-1.23957e+06
,-836404,-922122,-1.24622e+06,-1.24499e+06
,-844509,-973333,-1.24624e+06,-1.24386e+06
,-902634,-993986,-1.24621e+06,-1.24367e+06
,-860195,-1.04801e+06,-1.25134e+06,-1.2472e+06
,-912088,-1.03421e+06,-1.25178e+06,-1.24729e+06
,-924686,-1.05292e+06,-1.25338e+06,-1.24794e+06
,-967140,-1.09852e+06,-1.24878e+06,-1.24259e+06
,-974044,-1.11054e+06,-1.30868e+06,-1.23627e+06
,-978194,-1.05114e+06,-1.29689e+06,-1.19139e+06
,-982788,-1.05474e+06,-1.24901e+06,-1.24215e+06
,-921387,-1.05314e+06,-1.1958e+06,-1.18939e+06
,-926968,-1.04931e+06,-1.24034e+06,-1.16858e+06
,-930104,-1.10695e+06,-1.18197e+06,-1.17655e+06
,-933625,-1.06343e+06,-1.1226e+06,-1.1174e+06
,-968493,-1.04906e+06,-1.12517e+06,-1.05545e+06
,-969765,-1.03368e+06,-1.06235e+06,-1.05936e+06
,-968438,-1.04783e+06,-1.064e+06,-996595
,-967422,-995599,-1.03222e+06,-998706
,-966683,-973546,-1.03244e+06,-967137
,-970737,-918057,-966924,-969014
,-972235,-929551,-971008,-908835
,-972549,-906043,-908528,-913375
,-974034,-916525,-914458,-855075
,-974792,-861754,-857594,-799229
,-973863,-840221,-802753,-843733
,-973104,-786675,-848117,-791782
,-972833,-798933,-796876,-774359
,-974861,-779840,-780556,-726493
,-974610,-730076,-735198,-780346
,-975680,-778203,-722200,-736194
,-975893,-731198,-782320,-730665
,-973327,-716535,-776160,-724702
,-973527,-670922,-771616,-720944
,-971213,-660171,-770052,-719820
,-969245,-714994,-735955,-719330
,-967958,-706796,-771353,-721870
,-967953,-664586,-772124,-723162
,-972803,-657693,-776130,-727250
,-973341,-654344,-784602,-735003
,-975133,-647947,-722906,-772147
,-976179,-647898,-733913,-783311
,-972755,-645432,-776244,-726830
,-971474,-642834,-785353,-735719
,-972335,-641007,-792878,-776917
,-973799,-639964,-802365,-786478
,-974858,-605943,-843299,-795360
,-977978,-605239,-851758,-837377
,-978476,-605221,-794820,-847361
,-980467,-604698,-802340,-790476
,-980971,-604653,-841504,-798475
,-981978,-603643,-847920,-838696
,-982256,-602610,-853031,-845867
,-982808,-601082,-856311,-851665
,-984343,-599582,-858165,-856584
,-986665,-598317,-859895,-860944
,-985663,-598007,-862237,-865832
,-986057,-595203,-860714,-867815
,-987366,-595722,-860432,-903911
,-988631,-594905,-858584,-905474
,-990157,-594467,-856041,-906482
,-992264,-594125,-852439,-906492
,-992520,-595414,-850122,-907282
,-993078,-594442,-843973,-904495
,-993763,-597008,-840734,-904397
,-988895,-599806,-837572,-903904
,-980433,-604678,-802514,-904428
,-933183,-643301,-800785,-904667
,-919328,-649262,-798483,-904423
,-972340,-655567,-796356,-903231
,-929741,-664774,-795867,-903681
,-922090,-708076,-796142,-904252
,-917229,-656581,-799757,-908233
,-913907,-704547,-838667,-912908
,-911642,-723232,-849128,-856066
,-904979,-778715,-863781,-901134
,-866757,-734231,-909335,-911580
,-863702,-792066,-860171,-925413
,-861221,-850220,-911141,-972321
,-861183,-845252,-931031,-922626
,-858893,-908543,-921092,-974117
,-857838,-902698,-974085,-989726
,-860971,-932291,-997584,-1.04036e+06
,-864277,-927797,-986889,-991974
,-905237,-987090,-1.03968e+06,-1.03989e+06
,-912072,-1.04829e+06,-1.06297e+06,-1.05755e+06
,-914918,-1.03989e+06,-1.04937e+06,-1.10518e+06
,-918257,-1.06472e+06,-1.10211e+06,-1.05425e+06
,-918546,-1.05546e+06,-1.12026e+06,-1.10102e+06
,-917222,-1.10674e+06,-1.16756e+06,-1.11032e+06
,-919286,-1.12205e+06,-1.17882e+06,-1.11741e+06
,-918804,-1.17171e+06,-1.12584e+06,-1.12612e+06
,-915456,-1.11723e+06,-1.16663e+06,-1.13028e+06
,-912417,-1.12796e+06,-1.17375e+06,-1.16712e+06
,-909625,-1.16786e+06,-1.17786e+06,-1.16841e+06
,-907798,-1.17398e+06,-1.18198e+06,-1.17047e+06
,-904227,-1.17764e+06,-1.18379e+06,-1.17114e+06
,-902708,-1.1791e+06,-1.18523e+06,-1.17014e+06
,-868105,-1.1792e+06,-1.18479e+06,-1.16916e+06
,-865038,-1.17892e+06,-1.18633e+06,-1.16895e+06
,-862414,-1.17731e+06,-1.18504e+06,-1.16808e+06
,-862145,-1.17407e+06,-1.18447e+06,-1.16713e+06
,-859916,-1.17252e+06,-1.1856e+06,-1.16893e+06
,-857884,-1.16942e+06,-1.18651e+06,-1.17048e+06
,-857841,-1.16606e+06,-1.18629e+06,-1.17221e+06
,-859101,-1.13045e+06,-1.18787e+06,-1.17526e+06
,-860875,-1.12719e+06,-1.1896e+06,-1.17838e+06
,-863223,-1.12386e+06,-1.19165e+06,-1.11595e+06
,-907248,-1.11636e+06,-1.18556e+06,-1.17791e+06
,-971278,-1.17503e+06,-1.18197e+06,-1.17652e+06
,-932876,-1.172e+06,-1.18456e+06,-1.11513e+06
,-981522,-1.1691e+06,-1.18611e+06,-1.11823e+06
,-991204,-1.16351e+06,-1.18402e+06,-1.11741e+06
,-1.03294e+06,-1.12308e+06,-1.17765e+06,-1.17814e+06
,-1.0391e+06,-1.11535e+06,-1.16869e+06,-1.17218e+06
,-1.04472e+06,-1.10384e+06,-1.12286e+06,-1.12795e+06
,-983074,-1.0603e+06,-1.17356e+06,-1.11514e+06
,-987867,-1.11059e+06,-1.12027e+06,-1.06395e+06
,-992248,-1.0621e+06,-1.06397e+06,-1.10829e+06
,-994862,-1.04548e+06,-1.1044e+06,-1.05242e+06
,-995643,-995385,-1.04496e+06,-994879
,-997079,-1.0427e+06,-983563,-1.03343e+06
,-998906,-993246,-987598,-974022
,-1.03582e+06,-972256,-920852,-974903
,-1.03891e+06,-922394,-926188,-915734
,-1.03857e+06,-971246,-862665,-855078
,-1.03858e+06,-920369,-866058,-859967
,-1.03628e+06,-902946,-837170,-800026
,-1.03652e+06,-852418,-840989,-838710
,-1.03456e+06,-902882,-783124,-782635
,-1.03762e+06,-851913,-721439,-723909
,-1.03886e+06,-841430,-737019,-773895
,-1.03527e+06,-794921,-716590,-723770
,-1.03394e+06,-847307,-664592,-707607
,-998669,-837139,-715724,-663247
,-996588,-793123,-669223,-717589
,-996395,-784623,-658383,-710374
,-993251,-777683,-651240,-706110
,-992740,-735234,-640492,-666322
,-992964,-731160,-640461,-668394
,-989690,-724973,-603602,-667636
,-990008,-721722,-604109,-670508
,-986093,-785127,-606207,-708084
,-985590,-781851,-639212,-711136
,-983831,-782806,-645840,-719336
,-1.04607e+06,-782362,-650449,-660265
,-1.0473e+06,-783561,-655372,-667140
,-1.04553e+06,-784891,-663324,-707638
,-1.04472e+06,-723439,-669662,-715804
,-1.04264e+06,-728078,-713255,-725804
,-1.0425e+06,-732914,-718091,-732133
,-1.04392e+06,-770342,-662995,-773093
,-1.04321e+06,-777416,-671517,-780589
,-1.04475e+06,-784330,-712400,-721614
,-1.04702e+06,-790778,-719414,-725525
,-1.04811e+06,-798473,-726831,-730660
,-1.04346e+06,-841443,-735714,-736260
,-1.04368e+06,-849401,-773646,-771603
,-1.04375e+06,-791080,-778514,-772625
,-1.04318e+06,-799520,-783557,-773647
,-1.04317e+06,-840761,-721433,-773942
,-1.04376e+06,-847929,-724771,-772858
,-1.04396e+06,-856829,-727544,-772040
,-1.04349e+06,-865234,-729911,-771064
,-1.04114e+06,-905177,-731899,-736468
,-1.04043e+06,-912188,-732167,-733714
,-1.0401e+06,-853537,-733486,-731632
,-1.03887e+06,-860707,-733982,-729322
,-1.0388e+06,-866590,-733660,-726739
,-1.03677e+06,-906437,-734666,-726004
,-1.03524e+06,-911335,-732098,-722959
,-996390,-918335,-736296,-725812
,-981009,-925971,-770579,-728023
,-932407,-932077,-772112,-729865
,-980027,-971204,-772549,-732356
,-966969,-975613,-773636,-734441
,-923851,-982577,-775911,-772145
,-921557,-923133,-778697,-777156
,-917223,-966946,-789053,-789282
,-911079,-976944,-795609,-799692
,-910640,-986633,-802788,-843534
,-908545,-1.03247e+06,-847354,-793625
,-907518,-1.04605e+06,-794143,-842471
,-904714,-995873,-842026,-861149
,-904442,-1.04396e+06,-854788,-911572
,-902864,-1.05855e+06,-905945,-865749
,-905153,-1.10311e+06,-916493,-913152
,-910609,-1.05137e+06,-866075,-930534
,-916212,-1.06441e+06,-910319,-977896
,-920850,-1.11124e+06,-925467,-929226
,-919028,-1.12437e+06,-973065,-977715
,-918016,-1.16782e+06,-918535,-989633
,-913689,-1.17836e+06,-929766,-1.03394e+06
,-909777,-1.12027e+06,-968743,-1.04114e+06
,-910058,-1.12568e+06,-972023,-1.04502e+06
,-908538,-1.165e+06,-980002,-985300
,-902618,-1.17048e+06,-985901,-989400
,-863778,-1.17403e+06,-990972,-991538
,-859660,-1.17659e+06,-992040,-991730
,-859697,-1.17863e+06,-996581,-991996
,-854067,-1.18064e+06,-1.03653e+06,-994290
,-852996,-1.17706e+06,-1.03239e+06,-988124
,-854983,-1.176e+06,-1.03803e+06,-987959
,-915956,-1.17532e+06,-1.04247e+06,-987653
,-912906,-1.17399e+06,-1.04505e+06,-986639
,-909874,-1.17144e+06,-985342,-987419
,-903199,-1.16818e+06,-990751,-988966
,-864028,-1.16425e+06,-994543,-989126
,-859929,-1.12766e+06,-999125,-990979
,-858063,-1.1218e+06,-1.03581e+06,-992048
,-858590,-1.11853e+06,-1.04197e+06,-996129
,-855057,-1.11541e+06,-1.04862e+06,-1.03399e+06
,-859095,-1.17533e+06,-1.05314e+06,-1.03703e+06
,-868298,-1.16887e+06,-1.05672e+06,-1.03982e+06
,-859697,-1.12846e+06,-1.05858e+06,-1.0404e+06
,-919491,-1.12542e+06,-1.09906e+06,-1.048e+06
,-970194,-1.12054e+06,-1.10438e+06,-1.05314e+06
,-982007,-1.11712e+06,-1.11051e+06,-1.05912e+06
,-924899,-1.11102e+06,-1.10955e+06,-1.06109e+06
,-967204,-1.10407e+06,-1.10876e+06,-1.06136e+06
,-971730,-1.06363e+06,-1.10361e+06,-1.05852e+06
,-977943,-1.05682e+06,-1.0627e+06,-1.05445e+06
,-979143,-1.04889e+06,-1.05346e+06,-1.04802e+06
,-982566,-1.10239e+06,-1.03705e+06,-1.03474e+06
,-986382,-1.06055e+06,-986909,-988918
,-988719,-1.0496e+06,-1.03404e+06,-1.03888e+06
,-992507,-1.0399e+06,-979428,-988624
,-995102,-997358,-926149,-970744
,-994519,-989438,-969789,-919777
,-993528,-1.04702e+06,-913928,-932924
,-994500,-1.03911e+06,-857091,-912167
,-997869,-1.03292e+06,-865734,-858862
,-998669,-996291,-845341,-906255
,-1.03343e+06,-990755,-786888,-852221
,-1.03453e+06,-988447,-802541,-835796
,-998613,-985908,-783600,-851447
,-1.03318e+06,-983076,-732415,-801219
,-997607,-983606,-783118,-787153
,-997579,-981485,-732896,-770616
,-995796,-982003,-721449,-726750
,-992316,-981054,-709869,-780046
,-991233,-981503,-667931,-770521
,-989474,-981485,-660484,-728594
,-990674,-981264,-718368,-720673
,-993833,-979723,-713926,-714240
,-994093,-979450,-711680,-709829
,-995390,-976883,-709641,-705487
,-996605,-974304,-708812,-668960
,-998125,-971758,-708599,-667595
,-998397,-967997,-712739,-667860
,-996383,-930807,-715720,-667609
,-998357,-925175,-717290,-666841
,-999163,-919243,-658667,-669453
,-997656,-977949,-663757,-671244
,-997909,-970285,-669657,-707073
,-997439,-929295,-707283,-709597
,-998436,-920375,-712172,-712179
,-1.0327e+06,-910360,-719635,-716256
,-1.03577e+06,-867636,-724739,-719399
,-1.03736e+06,-858391,-732195,-723996
,-1.03828e+06,-912955,-736524,-726811
,-1.03859e+06,-902187,-775217,-730093
,-1.03632e+06,-860102,-780560,-734014
,-1.03883e+06,-848686,-783879,-736011
,-1.03891e+06,-840404,-722942,-772635
,-1.03959e+06,-797234,-725499,-774127
,-1.04061e+06,-789194,-728892,-776975
,-1.04059e+06,-847316,-731858,-779983
,-1.04066e+06,-839484,-733455,-781082
,-1.0416e+06,-801841,-735292,-784370
,-1.04172e+06,-797755,-770069,-721452
,-1.04195e+06,-795100,-771903,-724239
,-1.04214e+06,-792106,-773087,-726034
,-1.04265e+06,-792064,-774880,-729316
,-1.04216e+06,-793546,-776495,-732097
,-1.04215e+06,-795421,-778711,-735019
,-1.03735e+06,-801783,-782863,-773164
,-996866,-840908,-784397,-776745
,-986562,-850654,-791000,-783854
,-971235,-796729,-797434,-791040
,-925695,-839439,-800026,-794936
,-980757,-852962,-838658,-802017
,-974821,-866610,-843215,-840510
,-969466,-854291,-789961,-787235
,-933827,-903362,-794661,-794597
,-967986,-926998,-840695,-841747
,-929519,-920058,-856603,-858875
,-925941,-977649,-902656,-907235
,-922673,-1.03729e+06,-852731,-859432
,-921862,-998088,-868092,-909769
,-919074,-1.06132e+06,-920091,-931354
,-918765,-1.05341e+06,-966899,-981466
,-918323,-1.11567e+06,-920110,-970281
,-915953,-1.17479e+06,-968898,-988736
,-921332,-1.16688e+06,-983352,-1.03909e+06
,-926009,-1.19242e+06,-1.03294e+06,-993011
,-930030,-1.18272e+06,-1.0471e+06,-1.04321e+06
,-931031,-1.23699e+06,-996141,-1.06014e+06
,-932298,-1.2559e+06,-1.03706e+06,-1.1059e+06
,-968421,-1.30283e+06,-1.04399e+06,-1.05088e+06
,-972549,-1.25163e+06,-1.05452e+06,-1.06264e+06
,-970447,-1.29686e+06,-1.06342e+06,-1.10588e+06
,-969760,-1.30432e+06,-1.09958e+06,-1.11133e+06
,-929733,-1.31323e+06,-1.10976e+06,-1.12102e+06
,-922615,-1.31462e+06,-1.10768e+06,-1.12056e+06
,-920783,-1.3151e+06,-1.10773e+06,-1.12108e+06
,-920311,-1.31197e+06,-1.10463e+06,-1.11844e+06
,-921565,-1.30942e+06,-1.10437e+06,-1.11718e+06
,-920561,-1.30482e+06,-1.10359e+06,-1.11514e+06
,-918507,-1.30042e+06,-1.10316e+06,-1.11332e+06
,-915172,-1.26034e+06,-1.10178e+06,-1.10956e+06
,-913886,-1.25231e+06,-1.09882e+06,-1.10489e+06
,-912608,-1.30746e+06,-1.06337e+06,-1.09946e+06
,-913136,-1.2984e+06,-1.06084e+06,-1.06161e+06
,-912136,-1.25642e+06,-1.0599e+06,-1.05726e+06
,-911874,-1.24677e+06,-1.05754e+06,-1.05192e+06
,-912422,-1.2367e+06,-1.05631e+06,-1.11257e+06
,-915258,-1.19375e+06,-1.0539e+06,-1.10648e+06
,-918847,-1.18496e+06,-1.05418e+06,-1.10259e+06
,-925487,-1.23882e+06,-1.04881e+06,-1.06081e+06
,-982513,-1.19269e+06,-1.04351e+06,-1.05008e+06
,-974788,-1.18473e+06,-1.04243e+06,-1.04448e+06
,-989233,-1.17786e+06,-1.043e+06,-1.04066e+06
,-998408,-1.16892e+06,-1.04035e+06,-1.03344e+06
,-1.03833e+06,-1.12696e+06,-1.03472e+06,-991997
,-1.04401e+06,-1.11643e+06,-995105,-1.04647e+06
,-985028,-1.17049e+06,-985811,-1.03297e+06
,-989210,-1.12671e+06,-1.04142e+06,-986598
,-990973,-1.11457e+06,-996860,-970497
,-992057,-1.1018e+06,-982268,-919828
,-993821,-1.05419e+06,-933314,-932646
,-996801,-1.10663e+06,-982989,-914393
,-998430,-1.05963e+06,-933660,-861760
,-999421,-1.04495e+06,-916189,-907272
,-1.03316e+06,-998154,-865847,-854993
,-1.03346e+06,-984868,-914672,-837062
,-1.03269e+06,-1.03736e+06,-864051,-851957
,-998883,-991774,-848426,-835610
,-998601,-979160,-799531,-787144
,-997663,-969726,-851491,-774677
,-996354,-925925,-837838,-729281
,-996082,-917739,-794077,-785469
,-996890,-974824,-781554,-776138
,-997678,-970266,-774679,-772330
,-994839,-932803,-733156,-734444
,-993082,-931636,-729300,-734244
,-990682,-926694,-785913,-729345
,-995289,-929511,-783122,-732157
,-985611,-968488,-722982,-772824
,-983048,-966701,-779824,-770834
,-985570,-973832,-780077,-776176
,-986135,-978957,-781059,-780583
,-986117,-923861,-783605,-723004
,-983548,-932566,-721104,-729299
,-1.0434e+06,-978143,-725983,-771298
,-1.04371e+06,-988720,-725269,-775487
,-1.04339e+06,-1.03532e+06,-730311,-783847
,-1.04147e+06,-983539,-733205,-790216
,-1.03905e+06,-999418,-736456,-796981
,-1.04222e+06,-1.04498e+06,-733758,-798967
,-1.04243e+06,-1.06321e+06,-776726,-842242
,-1.03759e+06,-1.11109e+06,-777667,-846113
,-1.0375e+06,-1.06041e+06,-779004,-849946
,-1.03706e+06,-1.10816e+06,-783067,-788988
,-1.0383e+06,-1.1218e+06,-784579,-792029
,-1.0412e+06,-1.16602e+06,-784693,-792779
,-1.04298e+06,-1.17916e+06,-787671,-795960
,-1.04241e+06,-1.12286e+06,-788208,-796375
,-1.04322e+06,-1.1638e+06,-788534,-796162
,-1.04165e+06,-1.16994e+06,-789204,-796195
,-1.04115e+06,-1.17202e+06,-787935,-793574
,-1.03959e+06,-1.17374e+06,-787254,-791564
,-1.03958e+06,-1.16996e+06,-785354,-786721
,-1.03967e+06,-1.16588e+06,-784149,-849415
,-1.03961e+06,-1.12538e+06,-782025,-844783
,-1.0394e+06,-1.11614e+06,-780786,-840916
,-1.03829e+06,-1.16909e+06,-778812,-836567
,-1.03678e+06,-1.12131e+06,-777279,-798964
,-1.03573e+06,-1.1036e+06,-775431,-793130
,-1.03428e+06,-1.05214e+06,-774893,-788496
,-1.03321e+06,-1.06271e+06,-773159,-782837
,-998933,-1.03987e+06,-772838,-778489
,-992047,-984260,-775676,-776461
,-981792,-992767,-776146,-773416
,-966681,-968400,-781830,-773642
,-918049,-973563,-781300,-770265
,-972860,-915166,-786213,-737054
,-928818,-857565,-792112,-771126
,-923345,-865251,-799284,-773066
,-918787,-842534,-842798,-777972
,-916430,-790478,-789197,-785645
,-909271,-838153,-837154,-795843
,-907257,-786884,-846854,-802790
,-904248,-775734,-901620,-786635
,-902114,-730106,-915722,-798167
,-866836,-724225,-907976,-850664
,-863476,-781601,-924116,-864969
,-902927,-775414,-972555,-912384
,-911332,-773153,-927245,-864471
,-916540,-773925,-981999,-917749
,-915479,-776901,-1.03552e+06,-970690
,-912429,-779459,-985378,-921103
,-914190,-781827,-998660,-968997
,-914917,-721865,-1.04729e+06,-985555
,-915465,-726555,-1.0562e+06,-998386
,-910609,-735711,-1.1049e+06,-983234
,-903423,-773621,-1.1093e+06,-992524
,-867613,-781062,-1.05168e+06,-1.03736e+06
,-861436,-788987,-1.05427e+06,-1.04604e+06
,-862251,-794312,-1.05295e+06,-1.05138e+06
,-861896,-837143,-1.05623e+06,-1.06114e+06
,-860936,-845590,-1.05681e+06,-1.1011e+06
,-856872,-792621,-1.06136e+06,-1.11178e+06
,-853202,-800808,-1.05881e+06,-1.05089e+06
,-853244,-844542,-1.05653e+06,-1.05723e+06
,-915955,-857342,-1.05654e+06,-1.06448e+06
,-911863,-901137,-1.05521e+06,-1.10307e+06
,-908794,-914478,-1.05288e+06,-1.10844e+06
,-905748,-861704,-1.05092e+06,-1.11382e+06
,-904902,-907513,-1.11338e+06,-1.11775e+06
,-903997,-922403,-1.11153e+06,-1.12233e+06
,-903686,-969937,-1.10895e+06,-1.12565e+06
,-904919,-920311,-1.10514e+06,-1.1282e+06
