,v0,v1,v2,v3
,-908783,-1.23002e+06,-1.10309e+06,-1.11406e+06
,-908087,-1.24216e+06,-1.10665e+06,-1.0527e+06
,-906811,-1.1876e+06,-1.10976e+06,-1.05696e+06
,-907242,-1.22985e+06,-1.11202e+06,-1.06009e+06
,-910278,-1.23924e+06,-1.11457e+06,-1.06388e+06
,-913722,-1.24704e+06,-1.11619e+06,-1.09974e+06
,-865260,-1.24957e+06,-1.11384e+06,-1.06468e+06
,-923423,-1.25514e+06,-1.11462e+06,-1.09946e+06
,-973333,-1.25931e+06,-1.11665e+06,-1.10257e+06
,-918499,-1.29537e+06,-1.11692e+06,-1.10419e+06
,-926000,-1.26128e+06,-1.11411e+06,-1.10258e+06
,-932139,-1.25699e+06,-1.11103e+06,-1.09922e+06
,-970293,-1.24822e+06,-1.10367e+06,-1.05928e+06
,-975327,-1.23856e+06,-1.06311e+06,-1.05159e+06
,-977160,-1.1922e+06,-1.05212e+06,-1.10621e+06
,-977888,-1.24238e+06,-1.10541e+06,-1.06032e+06
,-980508,-1.18937e+06,-1.05682e+06,-1.0435e+06
,-984313,-1.16865e+06,-1.04164e+06,-993818
,-985806,-1.17814e+06,-991514,-1.04067e+06
,-988399,-1.1205e+06,-1.03911e+06,-988135
,-991989,-1.06137e+06,-986319,-966657
,-994111,-1.10128e+06,-970999,-981975
,-993507,-1.04085e+06,-919529,-928467
,-994568,-1.04525e+06,-933848,-908488
,-995786,-984119,-916692,-856367
,-996864,-923903,-866876,-903446
,-997060,-928769,-916437,-853041
,-997853,-902649,-901847,-837430
,-996153,-909570,-855544,-790245
,-995570,-852177,-842784,-842465
,-995117,-796166,-798658,-797633
,-994334,-839992,-789532,-788419
,-993596,-786743,-846553,-779807
,-993035,-735551,-839948,-773833
,-991262,-784625,-801804,-736497
,-990424,-735949,-797995,-733173
,-990225,-722700,-795397,-731896
,-991487,-710912,-794662,-731935
,-991979,-668865,-794374,-733428
,-994573,-659658,-793112,-733996
,-995593,-720605,-797941,-772891
,-993994,-716051,-800244,-777675
,-992527,-713738,-837389,-783413
,-990442,-711383,-841227,-788780
,-989724,-710860,-844553,-793826
