年月日,時刻,データ01(mG)
2023/12/11,23:21:55,3.1
2023/12/11,23:21:56,3.0
2023/12/11,23:21:57,3.0
2023/12/11,23:21:58,3.0
2023/12/11,23:21:59,2.9
2023/12/11,23:22:00,2.8
2023/12/11,23:22:01,2.5
2023/12/11,23:22:02,2.3
2023/12/11,23:22:03,1.9
2023/12/11,23:22:04,1.5
2023/12/11,23:22:05,0.8
2023/12/11,23:22:06,0.5
2023/12/11,23:22:07,-0.2
2023/12/11,23:22:08,-0.5
2023/12/11,23:22:09,-1.0
2023/12/11,23:22:10,-1.3
2023/12/11,23:22:11,-1.8
2023/12/11,23:22:12,-1.9
2023/12/11,23:22:13,-2.2
2023/12/11,23:22:14,-2.3
2023/12/11,23:22:15,-2.0
2023/12/11,23:22:16,-2.0
2023/12/11,23:22:17,-1.9
2023/12/11,23:22:18,-1.6
2023/12/11,23:22:19,-1.4
2023/12/11,23:22:20,-0.8
2023/12/11,23:22:21,-0.5
2023/12/11,23:22:22,0.1
2023/12/11,23:22:23,0.3
2023/12/11,23:22:24,0.7
2023/12/11,23:22:25,1.0
2023/12/11,23:22:26,1.4
2023/12/11,23:22:27,1.6
2023/12/11,23:22:28,2.1
2023/12/11,23:22:29,2.3
2023/12/11,23:22:30,2.6
2023/12/11,23:22:31,2.8
2023/12/11,23:22:32,3.4
2023/12/11,23:22:33,3.6
2023/12/11,23:22:34,3.9
2023/12/11,23:22:35,3.9
2023/12/11,23:22:36,3.9
2023/12/11,23:22:37,3.8
2023/12/11,23:22:38,3.7
2023/12/11,23:22:39,3.6
2023/12/11,23:22:41,3.0
2023/12/11,23:22:42,2.6
2023/12/11,23:22:43,1.9
2023/12/11,23:22:44,1.6
2023/12/11,23:22:45,0.0
2023/12/11,23:22:46,0.0
2023/12/11,23:22:47,0.0
2023/12/11,23:22:48,0.1
2023/12/11,23:22:49,0.2
2023/12/11,23:22:50,0.6
2023/12/11,23:22:51,0.8
2023/12/11,23:22:52,1.0
2023/12/11,23:22:53,1.2
2023/12/11,23:22:54,1.5
2023/12/11,23:22:55,1.6
2023/12/11,23:22:56,2.0
2023/12/11,23:22:57,2.1
2023/12/11,23:22:58,2.2
2023/12/11,23:22:59,2.3
2023/12/11,23:23:00,2.5
2023/12/11,23:23:01,2.5
2023/12/11,23:23:02,2.7
2023/12/11,23:23:03,2.8
2023/12/11,23:23:04,3.1
2023/12/11,23:23:05,3.4
2023/12/11,23:23:06,4.0
2023/12/11,23:23:07,4.5
2023/12/11,23:23:08,5.3
2023/12/11,23:23:09,5.8
2023/12/11,23:23:10,6.7
2023/12/11,23:23:11,7.1
2023/12/11,23:23:12,7.7
2023/12/11,23:23:13,7.9
2023/12/11,23:23:14,8.3
2023/12/11,23:23:15,8.5
2023/12/11,23:23:16,8.8
2023/12/11,23:23:17,12.6
2023/12/11,23:23:18,12.5
2023/12/11,23:23:19,12.5
2023/12/11,23:23:20,12.5
2023/12/11,23:23:21,12.4
2023/12/11,23:23:22,12.4
2023/12/11,23:23:23,12.3
2023/12/11,23:23:24,12.2
2023/12/11,23:23:25,11.7
2023/12/11,23:23:26,11.5
2023/12/11,23:23:27,11.0
2023/12/11,23:23:28,10.5
2023/12/11,23:23:29,9.8
2023/12/11,23:23:30,9.5
2023/12/11,23:23:31,9.0
2023/12/11,23:23:32,8.8
2023/12/11,23:23:33,8.5
2023/12/11,23:23:34,8.4
2023/12/11,23:23:35,8.4
2023/12/11,23:23:36,8.4
2023/12/11,23:23:37,8.3
2023/12/11,23:23:38,8.2
2023/12/11,23:23:39,7.8
2023/12/11,23:23:40,7.6
2023/12/11,23:23:41,7.5
2023/12/11,23:23:42,7.3
2023/12/11,23:23:43,7.1
2023/12/11,23:23:44,6.7
2023/12/11,23:23:45,6.5
2023/12/11,23:23:46,6.1
2023/12/11,23:23:47,5.9
2023/12/11,23:23:48,5.5
2023/12/11,23:23:49,5.3
2023/12/11,23:23:50,5.0
2023/12/11,23:23:51,4.9
2023/12/11,23:23:52,4.8
2023/12/11,23:23:53,4.8
2023/12/11,23:23:54,4.7
2023/12/11,23:23:55,4.6
2023/12/11,23:23:56,4.3
2023/12/11,23:23:57,4.2
2023/12/11,23:23:58,3.7
2023/12/11,23:23:59,3.3
2023/12/11,23:24:00,2.6
2023/12/11,23:24:01,2.1
2023/12/11,23:24:02,1.4
2023/12/11,23:24:03,1.2
2023/12/11,23:24:04,1.2
2023/12/11,23:24:05,1.3
2023/12/11,23:24:06,1.7
2023/12/11,23:24:07,2.0
2023/12/11,23:24:08,2.8
2023/12/11,23:24:09,3.2
2023/12/11,23:24:10,3.8
2023/12/11,23:24:11,5.0
2023/12/11,23:24:12,5.5
2023/12/11,23:24:13,6.0
2023/12/11,23:24:14,6.4
2023/12/11,23:24:15,7.3
2023/12/11,23:24:16,7.5
2023/12/11,23:24:17,4.2
2023/12/11,23:24:18,4.2
2023/12/11,23:24:19,4.1
2023/12/11,23:24:20,4.0
2023/12/11,23:24:21,3.9
2023/12/11,23:24:22,4.1
2023/12/11,23:24:23,4.2
2023/12/11,23:24:24,4.2
2023/12/11,23:24:25,4.2
2023/12/11,23:24:26,4.1
2023/12/11,23:24:27,4.2
2023/12/11,23:24:28,4.2
2023/12/11,23:24:29,4.0
2023/12/11,23:24:30,3.6
2023/12/11,23:24:31,2.8
2023/12/11,23:24:32,2.4
2023/12/11,23:24:33,1.9
2023/12/11,23:24:34,1.6
2023/12/11,23:24:36,0.0
2023/12/11,23:24:37,0.1
2023/12/11,23:24:38,0.3
2023/12/11,23:24:39,0.4
2023/12/11,23:24:40,0.6
2023/12/11,23:24:41,0.7
2023/12/11,23:24:42,0.7
2023/12/11,23:24:43,0.8
2023/12/11,23:24:44,0.8
2023/12/11,23:24:45,0.0
2023/12/11,23:24:46,0.0
2023/12/11,23:24:47,0.3
2023/12/11,23:24:48,0.6
2023/12/11,23:24:49,1.4
2023/12/11,23:24:50,1.9
2023/12/11,23:24:51,2.6
2023/12/11,23:24:52,2.9
2023/12/11,23:24:53,3.4
2023/12/11,23:24:54,3.8
2023/12/11,23:24:55,4.1
2023/12/11,23:24:56,4.1
2023/12/11,23:24:57,3.9
2023/12/11,23:24:58,3.9
2023/12/11,23:24:59,3.7
2023/12/11,23:25:00,3.7
2023/12/11,23:25:01,3.9
2023/12/11,23:25:02,4.1
2023/12/11,23:25:03,4.6
2023/12/11,23:25:04,4.7
2023/12/11,23:25:05,5.3
2023/12/11,23:25:06,5.6
2023/12/11,23:25:07,6.0
2023/12/11,23:25:08,6.7
2023/12/11,23:25:09,7.0
2023/12/11,23:25:10,7.3
2023/12/11,23:25:11,7.5
2023/12/11,23:25:12,8.0
2023/12/11,23:25:13,8.1
2023/12/11,23:25:14,6.5
2023/12/11,23:25:15,6.5
2023/12/11,23:25:16,6.7
2023/12/11,23:25:17,6.6
2023/12/11,23:25:18,6.3
2023/12/11,23:25:19,6.1
2023/12/11,23:25:20,5.9
2023/12/11,23:25:21,5.8
2023/12/11,23:25:22,5.5
2023/12/11,23:25:23,5.2
2023/12/11,23:25:24,4.8
2023/12/11,23:25:25,4.8
2023/12/11,23:25:26,5.1
2023/12/11,23:25:27,5.3
2023/12/11,23:25:28,5.5
2023/12/11,23:25:29,5.5
2023/12/11,23:25:30,5.8
2023/12/11,23:25:31,5.9
2023/12/11,23:25:32,5.8
2023/12/11,23:25:33,5.5
2023/12/11,23:25:34,5.1
2023/12/11,23:25:35,4.8
2023/12/11,23:25:36,4.6
2023/12/11,23:25:37,4.3
